Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
ATM_RBM10	BLCA	WithSecondM	1	5	1	6
ATM_RBM10	BLCA	WOSecondM	15	122	24	169
ATM_KDM6A	BLCA	WithSecondM	5	38	6	36
ATM_KDM6A	BLCA	WOSecondM	11	89	19	139
ATM_CUL1	BLCA	WithSecondM	1	4	1	9
ATM_CUL1	BLCA	WOSecondM	15	123	24	166
ATM_FBXW7	BLCA	WithSecondM	2	13	4	9
ATM_FBXW7	BLCA	WOSecondM	14	114	21	166
ATM_KMT2C	BLCA	WithSecondM	6	18	7	32
ATM_KMT2C	BLCA	WOSecondM	10	109	18	143
ATM_ERBB3	BLCA	WithSecondM	2	12	4	20
ATM_ERBB3	BLCA	WOSecondM	14	115	21	155
ATM_CDKN2A	BLCA	WithSecondM	2	9	1	8
ATM_CDKN2A	BLCA	WOSecondM	14	118	24	167
ATM_DIAPH2	BLCA	WithSecondM	3	6	3	10
ATM_DIAPH2	BLCA	WOSecondM	13	121	22	165
ATM_KMT2D	BLCA	WithSecondM	5	31	9	43
ATM_KMT2D	BLCA	WOSecondM	11	96	16	132
ATM_STAG2	BLCA	WithSecondM	3	19	4	23
ATM_STAG2	BLCA	WOSecondM	13	108	21	152
ATM_RXRA	BLCA	WithSecondM	3	8	1	8
ATM_RXRA	BLCA	WOSecondM	13	119	24	167
ATM_ZFP36L1	BLCA	WithSecondM	1	6	3	15
ATM_ZFP36L1	BLCA	WOSecondM	15	121	22	160
ATM_HRAS	BLCA	WithSecondM	2	5	2	11
ATM_HRAS	BLCA	WOSecondM	14	122	23	164
ATM_RHOB	BLCA	WithSecondM	2	10	1	8
ATM_RHOB	BLCA	WOSecondM	14	117	24	167
ATM_RHOA	BLCA	WithSecondM	2	9	1	9
ATM_RHOA	BLCA	WOSecondM	14	118	24	166
ATM_EP300	BLCA	WithSecondM	2	17	4	24
ATM_EP300	BLCA	WOSecondM	14	110	21	151
ATM_FGFR3	BLCA	WithSecondM	2	21	3	32
ATM_FGFR3	BLCA	WOSecondM	14	106	22	143
