Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
ERBB2_RNF43	STAD	WOSecondM	2	36	4	170
ERBB2_MUC6	STAD	WithSecondM	1	1	1	5
ERBB2_MUC6	STAD	WOSecondM	2	37	7	173
ERBB2_BCOR	STAD	WithSecondM	1	1	1	11
ERBB2_BCOR	STAD	WOSecondM	2	37	7	167
ERBB2_RHOA	STAD	WithSecondM	1	1	2	16
ERBB2_RHOA	STAD	WOSecondM	2	37	6	162
ERBB2_RASA1	STAD	WithSecondM	1	1	1	4
ERBB2_RASA1	STAD	WOSecondM	2	37	7	174
ERBB2_KRAS	STAD	WithSecondM	1	3	2	17
ERBB2_KRAS	STAD	WOSecondM	2	35	6	161
ERBB2_TP53	STAD	WithSecondM	1	27	3	57
ERBB2_TP53	STAD	WOSecondM	2	11	5	121
ERBB2_ARID1A	STAD	WithSecondM	1	5	3	34
ERBB2_ARID1A	STAD	WOSecondM	2	33	5	144
ERBB2_CASP8	STAD	WithSecondM	1	1	1	6
ERBB2_CASP8	STAD	WOSecondM	2	37	7	172
ERBB2_PTEN	STAD	WithSecondM	1	2	1	9
ERBB2_PTEN	STAD	WOSecondM	2	36	7	169
ERBB2_CNBD1	STAD	WithSecondM	1	1	1	1
ERBB2_CNBD1	STAD	WOSecondM	2	37	7	177
ERBB2_APC	STAD	WithSecondM	1	3	2	11
ERBB2_APC	STAD	WOSecondM	2	35	6	167
CDKN2A_DMD	STAD	WithSecondM	1	4	1	6
CDKN2A_DMD	STAD	WOSecondM	6	128	5	133
CDKN2A_SMAD4	STAD	WithSecondM	2	10	1	12
CDKN2A_SMAD4	STAD	WOSecondM	5	122	5	127
CDKN2A_SMAD2	STAD	WithSecondM	1	1	1	4
CDKN2A_SMAD2	STAD	WOSecondM	6	131	5	135
CDKN2A_CTNNB1	STAD	WithSecondM	1	4	1	11
CDKN2A_CTNNB1	STAD	WOSecondM	6	128	5	128
CDKN2A_FAM46D	STAD	WithSecondM	1	1	1	1
CDKN2A_FAM46D	STAD	WOSecondM	6	131	5	138
CDKN2A_PIK3CA	STAD	WithSecondM	1	7	1	25
CDKN2A_PIK3CA	STAD	WOSecondM	6	125	5	114
CDKN2A_CDH1	STAD	WithSecondM	2	7	1	17
CDKN2A_CDH1	STAD	WOSecondM	5	125	5	122
CDKN2A_FBXW7	STAD	WithSecondM	1	4	1	5
CDKN2A_FBXW7	STAD	WOSecondM	6	128	5	134
CDKN2A_ERBB2	STAD	WithSecondM	1	2	1	5
CDKN2A_ERBB2	STAD	WOSecondM	6	130	5	134
CDKN2A_ERBB4	STAD	WithSecondM	1	3	1	3
CDKN2A_ERBB4	STAD	WOSecondM	6	129	5	136
CDKN2A_ARID2	STAD	WithSecondM	1	6	1	8
CDKN2A_ARID2	STAD	WOSecondM	6	126	5	131
CDKN2A_RNF43	STAD	WithSecondM	1	5	1	7
CDKN2A_RNF43	STAD	WOSecondM	6	127	5	132
CDKN2A_MUC6	STAD	WithSecondM	1	4	1	4
CDKN2A_MUC6	STAD	WOSecondM	6	128	5	135
CDKN2A_BCOR	STAD	WithSecondM	1	3	1	9
CDKN2A_BCOR	STAD	WOSecondM	6	129	5	130
CDKN2A_RHOA	STAD	WithSecondM	1	4	1	12
CDKN2A_RHOA	STAD	WOSecondM	6	128	5	127
CDKN2A_RASA1	STAD	WithSecondM	1	2	1	4
CDKN2A_RASA1	STAD	WOSecondM	6	130	5	135
CDKN2A_KRAS	STAD	WithSecondM	1	7	1	12
CDKN2A_KRAS	STAD	WOSecondM	6	125	5	127
CDKN2A_TP53	STAD	WithSecondM	5	92	4	46
CDKN2A_TP53	STAD	WOSecondM	2	40	2	93
CDKN2A_ARID1A	STAD	WithSecondM	1	16	2	28
CDKN2A_ARID1A	STAD	WOSecondM	6	116	4	111
CDKN2A_CASP8	STAD	WithSecondM	1	1	1	4
CDKN2A_CASP8	STAD	WOSecondM	6	131	5	135
