Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
RB1_KRAS	UCS	WOSecondM	1	12	1	7
RB1_FBXW7	UCS	WithSecondM	1	6	1	7
RB1_FBXW7	UCS	WOSecondM	1	9	1	4
PIK3R1_PPP2R1A	UCS	WithSecondM	1	1	3	6
PIK3R1_PPP2R1A	UCS	WOSecondM	3	4	2	12
PIK3R1_TP53	UCS	WithSecondM	3	3	4	16
PIK3R1_TP53	UCS	WOSecondM	1	2	1	2
PIK3R1_CHD4	UCS	WithSecondM	1	2	2	3
PIK3R1_CHD4	UCS	WOSecondM	3	3	3	15
PIK3R1_ZBTB7B	UCS	WithSecondM	1	1	1	1
PIK3R1_ZBTB7B	UCS	WOSecondM	3	4	4	17
PIK3R1_PIK3CA	UCS	WithSecondM	2	3	1	9
PIK3R1_PIK3CA	UCS	WOSecondM	2	2	4	9
PIK3R1_ARID1A	UCS	WithSecondM	1	1	1	5
PIK3R1_ARID1A	UCS	WOSecondM	3	4	4	13
PIK3R1_RFC1	UCS	WithSecondM	1	1	1	3
PIK3R1_RFC1	UCS	WOSecondM	3	4	4	15
PIK3R1_MAP3K4	UCS	WithSecondM	1	1	1	2
PIK3R1_MAP3K4	UCS	WOSecondM	3	4	4	16
PIK3R1_PTEN	UCS	WithSecondM	1	3	2	5
PIK3R1_PTEN	UCS	WOSecondM	3	2	3	13
PIK3R1_RB1	UCS	WithSecondM	1	2	1	2
PIK3R1_RB1	UCS	WOSecondM	3	3	4	16
PIK3R1_KRAS	UCS	WithSecondM	2	1	1	4
PIK3R1_KRAS	UCS	WOSecondM	2	4	4	14
PIK3R1_FBXW7	UCS	WithSecondM	2	2	4	6
PIK3R1_FBXW7	UCS	WOSecondM	2	3	1	12
KRAS_PPP2R1A	UCS	WithSecondM	3	5	2	5
KRAS_PPP2R1A	UCS	WOSecondM	5	18	1	12
KRAS_TP53	UCS	WithSecondM	7	21	2	13
KRAS_TP53	UCS	WOSecondM	1	2	1	4
KRAS_CHD4	UCS	WithSecondM	1	6	2	1
KRAS_CHD4	UCS	WOSecondM	7	17	1	16
KRAS_ZBTB7B	UCS	WithSecondM	1	1	1	2
KRAS_ZBTB7B	UCS	WOSecondM	7	22	2	15
KRAS_PIK3CA	UCS	WithSecondM	2	9	2	8
KRAS_PIK3CA	UCS	WOSecondM	6	14	1	9
KRAS_ARID1A	UCS	WithSecondM	1	2	2	3
KRAS_ARID1A	UCS	WOSecondM	7	21	1	14
KRAS_RFC1	UCS	WithSecondM	1	3	1	1
KRAS_RFC1	UCS	WOSecondM	7	20	2	16
KRAS_MAP3K4	UCS	WithSecondM	1	1	1	3
KRAS_MAP3K4	UCS	WOSecondM	7	22	2	14
KRAS_PTEN	UCS	WithSecondM	1	1	2	7
KRAS_PTEN	UCS	WOSecondM	7	22	1	10
KRAS_RB1	UCS	WithSecondM	1	1	1	3
KRAS_RB1	UCS	WOSecondM	7	22	2	14
KRAS_PIK3R1	UCS	WithSecondM	2	2	1	2
KRAS_PIK3R1	UCS	WOSecondM	6	21	2	15
KRAS_FBXW7	UCS	WithSecondM	3	11	1	6
KRAS_FBXW7	UCS	WOSecondM	5	12	2	11
FBXW7_PPP2R1A	UCS	WithSecondM	1	2	4	1
FBXW7_PPP2R1A	UCS	WOSecondM	2	4	6	7
FBXW7_TP53	UCS	WithSecondM	2	5	8	6
FBXW7_TP53	UCS	WOSecondM	1	1	2	2
FBXW7_CHD4	UCS	WithSecondM	1	2	3	1
FBXW7_CHD4	UCS	WOSecondM	2	4	7	7
FBXW7_ZBTB7B	UCS	WithSecondM	1	1	1	1
FBXW7_ZBTB7B	UCS	WOSecondM	2	5	9	7
FBXW7_PIK3CA	UCS	WithSecondM	1	2	4	5
FBXW7_PIK3CA	UCS	WOSecondM	2	4	6	3
FBXW7_ARID1A	UCS	WithSecondM	1	2	1	2
FBXW7_ARID1A	UCS	WOSecondM	2	4	9	6
FBXW7_RFC1	UCS	WithSecondM	1	1	2	1
FBXW7_RFC1	UCS	WOSecondM	2	5	8	7
FBXW7_MAP3K4	UCS	WithSecondM	1	2	1	1
FBXW7_MAP3K4	UCS	WOSecondM	2	4	9	7
FBXW7_PTEN	UCS	WithSecondM	1	2	3	5
FBXW7_PTEN	UCS	WOSecondM	2	4	7	3
FBXW7_RB1	UCS	WithSecondM	2	2	1	2
FBXW7_RB1	UCS	WOSecondM	1	4	9	6
FBXW7_PIK3R1	UCS	WithSecondM	1	1	4	1
FBXW7_PIK3R1	UCS	WOSecondM	2	5	6	7
FBXW7_KRAS	UCS	WithSecondM	1	1	3	2
FBXW7_KRAS	UCS	WOSecondM	2	5	7	6
