Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
SF3B1_FBXW7	BLCA	WithSecondM	1	6	1	19
SF3B1_FBXW7	BLCA	WOSecondM	5	30	12	199
SF3B1_KMT2C	BLCA	WithSecondM	1	7	4	38
SF3B1_KMT2C	BLCA	WOSecondM	5	29	9	180
SF3B1_ERBB3	BLCA	WithSecondM	2	3	3	19
SF3B1_ERBB3	BLCA	WOSecondM	4	33	10	199
SF3B1_CDKN2A	BLCA	WithSecondM	1	2	4	14
SF3B1_CDKN2A	BLCA	WOSecondM	5	34	9	204
SF3B1_DIAPH2	BLCA	WithSecondM	1	2	2	14
SF3B1_DIAPH2	BLCA	WOSecondM	5	34	11	204
SF3B1_KMT2D	BLCA	WithSecondM	3	11	7	54
SF3B1_KMT2D	BLCA	WOSecondM	3	25	6	164
SF3B1_STAG2	BLCA	WithSecondM	1	8	1	33
SF3B1_STAG2	BLCA	WOSecondM	5	28	12	185
SF3B1_RXRA	BLCA	WithSecondM	1	3	1	9
SF3B1_RXRA	BLCA	WOSecondM	5	33	12	209
SF3B1_ZFP36L1	BLCA	WithSecondM	3	3	2	17
SF3B1_ZFP36L1	BLCA	WOSecondM	3	33	11	201
SF3B1_HRAS	BLCA	WithSecondM	1	3	2	11
SF3B1_HRAS	BLCA	WOSecondM	5	33	11	207
SF3B1_RHOB	BLCA	WithSecondM	2	3	2	11
SF3B1_RHOB	BLCA	WOSecondM	4	33	11	207
SF3B1_RHOA	BLCA	WithSecondM	1	3	2	9
SF3B1_RHOA	BLCA	WOSecondM	5	33	11	209
SF3B1_EP300	BLCA	WithSecondM	1	9	4	24
SF3B1_EP300	BLCA	WOSecondM	5	27	9	194
SF3B1_FGFR3	BLCA	WithSecondM	2	6	2	38
SF3B1_FGFR3	BLCA	WOSecondM	4	30	11	180
SF3B1_KRAS	BLCA	WithSecondM	1	1	3	12
SF3B1_KRAS	BLCA	WOSecondM	5	35	10	206
SF3B1_PSIP1	BLCA	WithSecondM	1	4	1	8
SF3B1_PSIP1	BLCA	WOSecondM	5	32	12	210
SF3B1_ERBB2	BLCA	WithSecondM	1	6	2	27
SF3B1_ERBB2	BLCA	WOSecondM	5	30	11	191
SF3B1_ARID1A	BLCA	WithSecondM	5	8	6	53
SF3B1_ARID1A	BLCA	WOSecondM	1	28	7	165
SF3B1_FOXA1	BLCA	WithSecondM	2	4	1	7
SF3B1_FOXA1	BLCA	WOSecondM	4	32	12	211
SF3B1_PTEN	BLCA	WithSecondM	2	3	2	5
SF3B1_PTEN	BLCA	WOSecondM	4	33	11	213
