Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
NFE2L2_SMAD4	CESC	WOSecondM	3	38	9	183
NFE2L2_HLA-B	CESC	WithSecondM	1	4	1	7
NFE2L2_HLA-B	CESC	WOSecondM	3	36	9	184
NFE2L2_STK11	CESC	WithSecondM	1	1	1	11
NFE2L2_STK11	CESC	WOSecondM	3	39	9	180
NFE2L2_AKT1	CESC	WithSecondM	1	3	1	4
NFE2L2_AKT1	CESC	WOSecondM	3	37	9	187
NFE2L2_LATS1	CESC	WithSecondM	1	2	1	7
NFE2L2_LATS1	CESC	WOSecondM	3	38	9	184
NFE2L2_MAP3K1	CESC	WithSecondM	1	1	1	4
NFE2L2_MAP3K1	CESC	WOSecondM	3	39	9	187
NFE2L2_RB1	CESC	WithSecondM	1	2	2	13
NFE2L2_RB1	CESC	WOSecondM	3	38	8	178
NFE2L2_KLF5	CESC	WithSecondM	1	2	1	6
NFE2L2_KLF5	CESC	WOSecondM	3	38	9	185
NFE2L2_MAPK1	CESC	WithSecondM	1	1	1	8
NFE2L2_MAPK1	CESC	WOSecondM	3	39	9	183
NFE2L2_FBXW7	CESC	WithSecondM	2	1	1	25
NFE2L2_FBXW7	CESC	WOSecondM	2	39	9	166
NFE2L2_ERBB2	CESC	WithSecondM	1	6	2	4
NFE2L2_ERBB2	CESC	WOSecondM	3	34	8	187
NFE2L2_TGFBR2	CESC	WithSecondM	1	1	1	7
NFE2L2_TGFBR2	CESC	WOSecondM	3	39	9	184
NFE2L2_KMT2D	CESC	WithSecondM	1	6	4	21
NFE2L2_KMT2D	CESC	WOSecondM	3	34	6	170
NFE2L2_EP300	CESC	WithSecondM	1	7	2	18
NFE2L2_EP300	CESC	WOSecondM	3	33	8	173
NFE2L2_KRAS	CESC	WithSecondM	1	1	1	14
NFE2L2_KRAS	CESC	WOSecondM	3	39	9	177
NFE2L2_TP53	CESC	WithSecondM	1	6	1	11
NFE2L2_TP53	CESC	WOSecondM	3	34	9	180
NFE2L2_ARID1A	CESC	WithSecondM	1	3	1	6
NFE2L2_ARID1A	CESC	WOSecondM	3	37	9	185
NFE2L2_NOTCH1	CESC	WithSecondM	1	3	2	12
NFE2L2_NOTCH1	CESC	WOSecondM	3	37	8	179
NFE2L2_CASP8	CESC	WithSecondM	1	2	1	8
NFE2L2_CASP8	CESC	WOSecondM	3	38	9	183
NFE2L2_PTEN	CESC	WithSecondM	1	3	1	16
NFE2L2_PTEN	CESC	WOSecondM	3	37	9	175
NFE2L2_FAT1	CESC	WithSecondM	1	2	3	12
NFE2L2_FAT1	CESC	WOSecondM	3	38	7	179
NFE2L2_PIK3CA	CESC	WithSecondM	1	6	3	53
NFE2L2_PIK3CA	CESC	WOSecondM	3	34	7	138
NFE2L2_POLRMT	CESC	WithSecondM	1	1	1	4
NFE2L2_POLRMT	CESC	WOSecondM	3	39	9	187
MAP3K1_KMT2C	CESC	WithSecondM	1	3	1	32
MAP3K1_KMT2C	CESC	WOSecondM	1	22	2	149
MAP3K1_ERBB3	CESC	WithSecondM	1	2	1	7
MAP3K1_ERBB3	CESC	WOSecondM	1	23	2	174
MAP3K1_SMAD4	CESC	WithSecondM	1	1	1	7
MAP3K1_SMAD4	CESC	WOSecondM	1	24	2	174
MAP3K1_HLA-B	CESC	WithSecondM	1	2	1	5
MAP3K1_HLA-B	CESC	WOSecondM	1	23	2	176
MAP3K1_STK11	CESC	WithSecondM	1	2	1	12
MAP3K1_STK11	CESC	WOSecondM	1	23	2	169
MAP3K1_AKT1	CESC	WithSecondM	1	2	1	5
MAP3K1_AKT1	CESC	WOSecondM	1	23	2	176
MAP3K1_LATS1	CESC	WithSecondM	1	2	1	9
MAP3K1_LATS1	CESC	WOSecondM	1	23	2	172
MAP3K1_NFE2L2	CESC	WithSecondM	1	1	1	6
MAP3K1_NFE2L2	CESC	WOSecondM	1	24	2	175
MAP3K1_RB1	CESC	WithSecondM	1	4	1	12
MAP3K1_RB1	CESC	WOSecondM	1	21	2	169
MAP3K1_KLF5	CESC	WithSecondM	1	2	1	7
MAP3K1_KLF5	CESC	WOSecondM	1	23	2	174
MAP3K1_MAPK1	CESC	WithSecondM	1	2	1	9
MAP3K1_MAPK1	CESC	WOSecondM	1	23	2	172
MAP3K1_FBXW7	CESC	WithSecondM	1	3	1	18
MAP3K1_FBXW7	CESC	WOSecondM	1	22	2	163
MAP3K1_ERBB2	CESC	WithSecondM	1	1	1	9
MAP3K1_ERBB2	CESC	WOSecondM	1	24	2	172
MAP3K1_TGFBR2	CESC	WithSecondM	1	1	1	6
MAP3K1_TGFBR2	CESC	WOSecondM	1	24	2	175
MAP3K1_KMT2D	CESC	WithSecondM	1	7	1	18
MAP3K1_KMT2D	CESC	WOSecondM	1	18	2	163
MAP3K1_EP300	CESC	WithSecondM	1	3	1	20
MAP3K1_EP300	CESC	WOSecondM	1	22	2	161
MAP3K1_KRAS	CESC	WithSecondM	1	2	1	14
MAP3K1_KRAS	CESC	WOSecondM	1	23	2	167
